Project City;"Project City ~ ТОО ""Проектный институт ""Проект Сити"""
Project Design Kurylys;Project Design Kurylys
Project Eng;Project Eng~Project Engineering LLP
PromKhimMontage;"PromKhimMontage ~ АО ""ПромХимМонтаж"""
Properties Center;"Properties Center ~ РГКП ""Центр по недвижимости по ЮКО"""
Purolite;Purolite
PV-5;"PV-5 LLP ~ ТОО ""ПВ-5"""
RAAD Com;RAAD Com
RenSnab;RenSnab
Rhythm Plus;Rhythm Plus
Safety Consulting Service;Safety Consulting Service
SanEpidExpertise;SanEpidExpertise ~ ЮКО Центр сан.-эпид.экспертизы
Sapa InterSystem;Sapa InterSystem
Sapaly Technology;Sapaly Technology
Schneider;Schneider Electric
SED;SED ~ Sustainable Ecology Development
Seismokorgau;Seismokorgau
General;Several companies
Shymkent KazDorProekt;"Shymkent KazDorProekt ~ ТОО ""Шымкент Каздорпроект"""
ShymkentKhimMontazh;"ShymkentKhimMontazh ~ ТОО ""ШымкентХимМонтаж"""
Siemens;Siemens
SNIP Information System;SNIP Information System ~SNIP Information System
Spectr Energy Group;Spectr Energy Group
Spie Oil and Gas Services;Spie Oil and Gas Services Middle East LLC Branch
SSE Group;SSE Group
Staeva K.K.;Staeva K.K. ~ ИП Стаева К.К.
State Authorities;State Authorities
STO;STO ~ SpetsTechOborudovanie
Stroi Business Holding;Stroi Business Holding
StroyService-ABV;StroyService-ABV
Sulzer;Sulzer
"TD ""Kyzyl Tan""";"TD ""Kyzyl Tan"""
Technoservice-engineering;Technoservice-engineering
Teko-Filtre;Teko-Filtre
TOP;TOP ~ Technical Operator of Projects
TransNeft;"TransNeft ~ Центр.научно-иссл.и проект.институт ""ТрансНефть"""
Tsvetmetremont;"Tsvetmetremont ~ ТОО ""ЦветМетРемонт"""
TTK;TTK
Turan Kurylys-1;Turan Kurylys-1 ~ Turan Kurylys-1
Two key;"Two key ~ ТОО ""Два кей"""
TYCO;TYCO
Ulas;"Ulas ~ ТОО ""УлАс"""
UltraSpectre;UltraSpectre
UniFlo;UniFlo Kazakhstan
Universtroy;Universtroy
UranEnergo;UranEnergo
UzhKazNPTSzem;UzhKazNPTSzem
VerBulak;VerBulak
Vershina;Vershina
VodEcoFiltre;VodEcoFiltre
Vzlet;Vzlet
YugStroiService;"YugStroiService / ТОО ""ЮгСтройСервис-Н"""
Zaman Engineering;"Zaman Engineering ~ ТОО ""Заман Инжиниринг"""
Zangar;"Zangar ~ ТОО ""Зангар ЛТД и К"""
Zapadnaya Gornopromyshlenaya Companiya LLP;"Zapadnaya Gornopromyshlenaya Companiya LLP~ТОО ""Западная Горнопромышленная Компания"
Zhambyl GRES;Zhambyl GRES
ZHANNA ARNA 2002;ZHANNA ARNA 2002 ~ ZHANNA ARNA 2002
ZholKopir Kurylys;ZholKopir Kurylys
